dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
NOAA Integrated Surface Database (ISD),https://registry.opendata.aws/noaa-isd/,"The Integrated Surface Database (ISD) consists of global hourly and synoptic observations compiled from numerous sources into a gzipped fixed width format. ISD was developed as a joint activity within Asheville's Federal Climate Complex. The database includes over 35,000 stations worldwide, with some having data as far back as 1901, though the data show a substantial increase in volume in the 1940s and again in the early 1970s. Currently, there are over 14,000 ""active"" stations updated daily in the database. The total uncompressed data volume is around 600 gigabytes; however, it continues to grow as more data are added. ISD includes numerous parameters such as wind speed and direction, wind gust, temperature, dew point, cloud data, sea level pressure, altimeter setting, station pressure, present weather, visibility, precipitation amounts for various time periods, snow depth, and various other elements as observed by each station.",arn:aws:s3:::noaa-global-hourly-pds,S3 Bucket,us-east-1,ISD in CSV format,climate,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA National Blend of Models (NBM),https://registry.opendata.aws/noaa-nbm/,"The National Blend of Models (NBM) is a nationally consistent and skillful suite of calibrated forecast guidance based on a blend of both NWS and non-NWS numerical weather prediction model data and post-processed model guidance. The goal of the NBM is to create a highly accurate, skillful and consistent starting point for the gridded forecast. The most recent data is under the opnl and expr prefixes. A copy is also placed under the wmo prefix. The wmo prefix is structured like so: wmo///// The wmo filename codes can be deciphered using the spreadsheet in the root of the bucket.",arn:aws:s3:::noaa-nbm-pds,S3 Bucket,us-east-1,National Blend of Models (NBM) COG Format,climate,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA National Blend of Models (NBM),https://registry.opendata.aws/noaa-nbm/,"The National Blend of Models (NBM) is a nationally consistent and skillful suite of calibrated forecast guidance based on a blend of both NWS and non-NWS numerical weather prediction model data and post-processed model guidance. The goal of the NBM is to create a highly accurate, skillful and consistent starting point for the gridded forecast. The most recent data is under the opnl and expr prefixes. A copy is also placed under the wmo prefix. The wmo prefix is structured like so: wmo///// The wmo filename codes can be deciphered using the spreadsheet in the root of the bucket.",arn:aws:sns:us-east-1:123901341784:NewNBMCOGObject,SNS Topic,us-east-1,"New data notifications for NBM-COG Format, only Lambda and SQS protocols allowed",climate,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA National Blend of Models (NBM),https://registry.opendata.aws/noaa-nbm/,"The National Blend of Models (NBM) is a nationally consistent and skillful suite of calibrated forecast guidance based on a blend of both NWS and non-NWS numerical weather prediction model data and post-processed model guidance. The goal of the NBM is to create a highly accurate, skillful and consistent starting point for the gridded forecast. The most recent data is under the opnl and expr prefixes. A copy is also placed under the wmo prefix. The wmo prefix is structured like so: wmo///// The wmo filename codes can be deciphered using the spreadsheet in the root of the bucket.",arn:aws:s3:::noaa-nbm-grib2-pds,S3 Bucket,us-east-1,National Blend of Models (NBM) Grib2 Format,climate,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA National Blend of Models (NBM),https://registry.opendata.aws/noaa-nbm/,"The National Blend of Models (NBM) is a nationally consistent and skillful suite of calibrated forecast guidance based on a blend of both NWS and non-NWS numerical weather prediction model data and post-processed model guidance. The goal of the NBM is to create a highly accurate, skillful and consistent starting point for the gridded forecast. The most recent data is under the opnl and expr prefixes. A copy is also placed under the wmo prefix. The wmo prefix is structured like so: wmo///// The wmo filename codes can be deciphered using the spreadsheet in the root of the bucket.",arn:aws:sns:us-east-1:123901341784:NewNBMGRIBObject,SNS Topic,us-east-1,"New data notifications for NBM-Grib2 Format, only Lambda and SQS protocols allowed",climate,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA National Water Model Short-Range Forecast,https://registry.opendata.aws/noaa-nwm-pds/,"The National Water Model (NWM) is a water resources model that simulates and forecasts water budget variables, including snowpack, evapotranspiration, soil moisture and streamflow, over the entire continental United States (CONUS). The model, launched in August 2016, is designed to improve the ability of NOAA to meet the needs of its stakeholders (forecasters, emergency managers, reservoir operators, first responders, recreationists, farmers, barge operators, and ecosystem and floodplain managers) by providing expanded accuracy, detail, and frequency of water information. It is operated by NOAA’s Office of Water Prediction. This bucket contains a four-week rollover of the Short Range Forecast model output and the corresponding forcing data for the model. The model is forced with meteorological data from the High Resolution Rapid Refresh (HRRR) and the Rapid Refresh (RAP) models. The Short Range Forecast configuration cycles hourly and produces hourly deterministic forecasts of streamflow and hydrologic states out to 18 hours.",arn:aws:s3:::noaa-nwm-pds,S3 Bucket,us-east-1,A rolling four week archive of NWM data.,agriculture,climate,disaster response,environmental,sustainability,transportation,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA S-111 Surface Water Currents Data,https://registry.opendata.aws/noaa-s111/,"S-111 is a data and metadata encoding specification that is part of the S-100 Universal Hydrographic Data Model, an international standard for hydrographic data. This collection of data contains surface water currents forecast guidance from NOAA/NOS Operational Forecast Systems, a set of operational hydrodynamic nowcast and forecast modeling systems, for various U.S. coastal waters and the great lakes. The collection also contains surface current forecast guidance output from the NCEP Global Real-Time Ocean Forecast System (GRTOFS) for some offshore areas. These datasets are encoded as HDF-5 files conforming to the S-111 specification, and are geospatially subset into individual tiles conforming to the NOAA/OCS Nautical Product Tiling Scheme, with filenames indicating the corresponding NOAA Electronic Navigational Chart (ENC) Cell Identifier. A full set of S-111 tiles is created for each new model run cycle, which occurs four times per day for all models except for RTOFS, which updates only once per day. Files are organized using a path naming convention that includes the OFS identifier (e.g. 'cbofs' corresponding with output from the Chesapeake Bay Operational Forecast System) as well as the year, month, day, and hour corresponding with each model run initialization time. Each individual S-111 (HDF-5) file contains all forecast projections from a single model run for that geographic area. In other words, a single S-111 file will contain multiple gridded arrays each containing a forecast valid at a distinct time in the future, out to the forecast horizon of the underlying modeling system. All surface currents forecasts in this collection are computed at a depth of 4.5 meters below water surface, or half the water column depth, whichever is shallower.",arn:aws:s3:::noaa-s111-pds,S3 Bucket,us-east-1,NOAA S-111 Surface Water Currents Datasets,oceans,sustainability,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA S-111 Surface Water Currents Data,https://registry.opendata.aws/noaa-s111/,"S-111 is a data and metadata encoding specification that is part of the S-100 Universal Hydrographic Data Model, an international standard for hydrographic data. This collection of data contains surface water currents forecast guidance from NOAA/NOS Operational Forecast Systems, a set of operational hydrodynamic nowcast and forecast modeling systems, for various U.S. coastal waters and the great lakes. The collection also contains surface current forecast guidance output from the NCEP Global Real-Time Ocean Forecast System (GRTOFS) for some offshore areas. These datasets are encoded as HDF-5 files conforming to the S-111 specification, and are geospatially subset into individual tiles conforming to the NOAA/OCS Nautical Product Tiling Scheme, with filenames indicating the corresponding NOAA Electronic Navigational Chart (ENC) Cell Identifier. A full set of S-111 tiles is created for each new model run cycle, which occurs four times per day for all models except for RTOFS, which updates only once per day. Files are organized using a path naming convention that includes the OFS identifier (e.g. 'cbofs' corresponding with output from the Chesapeake Bay Operational Forecast System) as well as the year, month, day, and hour corresponding with each model run initialization time. Each individual S-111 (HDF-5) file contains all forecast projections from a single model run for that geographic area. In other words, a single S-111 file will contain multiple gridded arrays each containing a forecast valid at a distinct time in the future, out to the forecast horizon of the underlying modeling system. All surface currents forecasts in this collection are computed at a depth of 4.5 meters below water surface, or half the water column depth, whichever is shallower.",arn:aws:sns:us-east-1:123901341784:NewS111Object,SNS Topic,us-east-1,NOAA S-111 Surface Water Currents New Dataset Notification,oceans,sustainability,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA Space Weather Forecast and Observation Data,https://registry.opendata.aws/noaa-space-weather/,"Space weather forecast and observation data is collected and disseminated by NOAA’s Space Weather Prediction Center (SWPC) in Boulder, CO. SWPC produces forecasts for multiple space weather phenomenon types and the resulting impacts to Earth and human activities. A variety of products are available that provide these forecast expectations, and their respective measurements, in formats that range from detailed technical forecast discussions to NOAA Scale values to simple bulletins that give information in laymen's terms. Forecasting is the prediction of future events, based on analysis and modeling of the past and present conditions of the environment you are interested in. In Space Weather, persistence and recurrence of active regions on the sun over the 27-day solar rotational period play an important role in accurately forecasting the space environment.",arn:aws:s3:::noaa-swpc-pds,S3 Bucket,us-east-1,NOAA Space Weather Prediction Center Forecasts,climate,meteorological,solar,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAA Space Weather Forecast and Observation Data,https://registry.opendata.aws/noaa-space-weather/,"Space weather forecast and observation data is collected and disseminated by NOAA’s Space Weather Prediction Center (SWPC) in Boulder, CO. SWPC produces forecasts for multiple space weather phenomenon types and the resulting impacts to Earth and human activities. A variety of products are available that provide these forecast expectations, and their respective measurements, in formats that range from detailed technical forecast discussions to NOAA Scale values to simple bulletins that give information in laymen's terms. Forecasting is the prediction of future events, based on analysis and modeling of the past and present conditions of the environment you are interested in. In Space Weather, persistence and recurrence of active regions on the sun over the 27-day solar rotational period play an important role in accurately forecasting the space environment.",arn:aws:sns:us-east-1:123901341784:NewSWPCObject,SNS Topic,us-east-1,"New data notifications for NOAA Space Weather Prediction Center Forecasts, only Lambda and SQS protocols allowed",climate,meteorological,solar,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nanopore Reference Human Genome,https://registry.opendata.aws/nanopore/,This dataset includes the sequencing and assembly of a reference standard human genome (GM12878) using the MinION nanopore sequencing instrument with the R9.4 1D chemistry.,arn:aws:s3:::nanopore-human-wgs,S3 Bucket,us-east-1,Nanopore Reference Human Genome,genomic,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
National Herbarium of NSW,https://registry.opendata.aws/nsw-herbarium/,"The National Herbarium of New South Wales is one of the most significant scientific, cultural and historical botanical resources in the Southern hemisphere. The 1.43 million preserved plant specimens have been captured as high-resolution images and the biodiversity metadata associated with each of the images captured in digital form. Botanical specimens date from year 1770 to today, and form voucher collections that document the distribution and diversity of the world's flora through time, particularly that of NSW, Austalia and the Pacific.The data is used in biodiversity assessment, systematic botanical research, ecosystem conservation and policy development. The data is used by scientists, students and the public.",arn:aws:s3:::herbariumnsw-pds,S3 Bucket,ap-southeast-2,Herbarium Collection Image files,agriculture,biodiversity,biology,climate,digital preservation,ecosystems,environmental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open Observatory of Network Interference,https://registry.opendata.aws/ooni/,"A free software, global observation network for detecting censorship, surveillance and traffic manipulation on the internet.",arn:aws:s3:::ooni-data,S3 Bucket,us-east-1,S3 bucket with data,internet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenNeuro,https://registry.opendata.aws/openneuro/,"OpenNeuro is a database of openly-available brain imaging data. The data are shared according to a Creative Commons CC0 license, providing a broad range of brain imaging data to researchers and citizen scientists alike. The database primarily focuses on functional magnetic resonance imaging (fMRI) data, but also includes other imaging modalities including structural and diffusion MRI, electroencephalography (EEG), and magnetoencephalograpy (MEG). OpenfMRI is a project of the Center for Reproducible Neuroscience at Stanford University. Development of the OpenNeuro resource has been funded by the National Science Foundation, National Institute of Mental Health, National Institute on Drug Abuse, and the Laura and John Arnold Foundation.",arn:aws:s3:::openneuro.org,S3 Bucket,us-east-1,"MRI, MEG, EEG, iEEG, and ECoG datasets from OpenNeuro",biology,imaging,life sciences,neurobiology,neuroimaging,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenStreetMap Linear Referencing,https://registry.opendata.aws/osmlr/,"OSMLR a linear referencing system built on top of OpenStreetMap. OSM has great information about roads around the world and their interconnections, but it lacks the means to give a stable identifier to a stretch of roadway. OSMLR provides a stable set of numerical IDs for every 1 kilometer stretch of roadway around the world. In urban areas, OSMLR IDs are attached to each block of roadways between significant intersections.",arn:aws:s3:::osmlr,S3 Bucket,us-east-1,Manifest and data files,disaster response,geospatial,osm,sustainability,traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PROJ datum grids,https://registry.opendata.aws/proj-datum-grids/,Horizontal and vertical adjustment datasets for coordinate transformation to be used by PROJ 7 or later. PROJ is a generic coordinate transformation software that transforms geospatial coordinates from one coordinate reference system (CRS) to another. This includes cartographic projections as well as geodetic transformations.,cdn.proj.org,CloudFront Distribution,us-east-1,Horizontal and vertical adjustment datasets,geospatial,mapping,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Physionet,https://registry.opendata.aws/physionet/,PhysioNet offers free web access to large collections of recorded physiologic signals (PhysioBank) and related open-source software (PhysioToolkit).,arn:aws:s3:::physionet-pds,S3 Bucket,us-east-1,https://s3.amazonaws.com/physionet-pds/index.html,biology,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PoroTomo,https://registry.opendata.aws/nrel-pds-porotomo/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, these data represent vertical and horizontal distributed acoustic sensing (DAS) data collected as part of the Poroelastic Tomography (PoroTomo) project funded in part by the Office of Energy Efficiency and Renewable Energy (EERE), U.S. Department of Energy.",arn:aws:s3:::nrel-pds-porotomo/SEG-Y/DASH/,S3 Bucket,us-west-2,PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in SEG-Y format,geospatial,geothermal,image processing,seismology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PoroTomo,https://registry.opendata.aws/nrel-pds-porotomo/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, these data represent vertical and horizontal distributed acoustic sensing (DAS) data collected as part of the Poroelastic Tomography (PoroTomo) project funded in part by the Office of Energy Efficiency and Renewable Energy (EERE), U.S. Department of Energy.",arn:aws:s3:::nrel-pds-porotomo/SEG-Y/DASV/,S3 Bucket,us-west-2,PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in SEG-Y format,geospatial,geothermal,image processing,seismology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PoroTomo,https://registry.opendata.aws/nrel-pds-porotomo/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, these data represent vertical and horizontal distributed acoustic sensing (DAS) data collected as part of the Poroelastic Tomography (PoroTomo) project funded in part by the Office of Energy Efficiency and Renewable Energy (EERE), U.S. Department of Energy.",arn:aws:s3:::nrel-pds-porotomo/H5/DASH/,S3 Bucket,us-west-2,PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in HDF5 format,geospatial,geothermal,image processing,seismology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PoroTomo,https://registry.opendata.aws/nrel-pds-porotomo/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, these data represent vertical and horizontal distributed acoustic sensing (DAS) data collected as part of the Poroelastic Tomography (PoroTomo) project funded in part by the Office of Energy Efficiency and Renewable Energy (EERE), U.S. Department of Energy.",arn:aws:s3:::nrel-pds-porotomo/H5/DASV/,S3 Bucket,us-west-2,PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in HDF5 format,geospatial,geothermal,image processing,seismology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Provision of Web-Scale Parallel Corpora for Official European Languages (ParaCrawl),https://registry.opendata.aws/paracrawl/,"ParaCrawl is a set of large parallel corpora to/from English for all official EU languages by a broad web crawling effort. State-of-the-art methods are applied for the entire processing chain from identifying web sites with translated text all the way to collecting, cleaning and delivering parallel corpora that are ready as training data for CEF.AT and translation memories for DG Translation.",arn:aws:s3:::web-language-models,S3 Bucket,us-east-1,Parallel Corpora to/from English for all official EU languages,machine translation,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Smithsonian Open Access,https://registry.opendata.aws/smithsonian-open-access/,"The Smithsonian’s mission is the ""increase and diffusion of knowledge"" and has been collecting since 1846. The Smithsonian, through its efforts to digitize its multidisciplinary collections, has created millions of digital assets and related metadata describing the collection objects. On February 25th, 2020, the Smithsonian released over 2.8 million CC0 interdisciplinary 2-D and 3-D images, related metadata, and additionally, research data from researches across the Smithsonian. The 2.8 million ""open access"" collections are a subset of the Smithsonian’s 155 million objects, 2.1 million library volumes and 156,000 cubic feet of archival collections held in 19 museums, 9 research centers, libraries, archives and the National Zoo. Digitization of collections is ongoing.",arn:aws:s3:::smithsonian-open-access,S3 Bucket,us-west-2,Smithsonian Open Access Media and Metadata,art,culture,encyclopedic,history,museum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Software Heritage Graph Dataset,https://registry.opendata.aws/software-heritage/,"Software Heritage is the largest existing public archive of software source code and accompanying development history. The Software Heritage Graph Dataset is a fully deduplicated Merkle DAG representation of the Software Heritage archive.The dataset links together file content identifiers, source code directories, Version Control System (VCS) commits tracking evolution over time, up to the full states of VCS repositories as observed by Software Heritage during periodic crawls. The dataset’s contents come from major development forges (including GitHub and GitLab), FOSS distributions (e.g., Debian), and language-specific package managers (e.g., PyPI). Crawling information is also included, providing timestamps about when and where all archived source code artifacts have been observed in the wild.",arn:aws:s3:::softwareheritage,S3 Bucket,us-east-1,Software Heritage Graph Dataset,digital preservation,free software,open source software,source code,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tabula Muris Senis,https://registry.opendata.aws/tabula-muris-senis/,"Tabula Muris Senis is a comprehensive compendium of single cell transcriptomic data from the model organism Mus musculus comprising more than 500,000 cells from 18 organs and tissues across the mouse lifespan. We discovered cell-specific changes occurring across multiple cell types and organs, as well as age related changes in the cellular composition of different organs. Using single-cell transcriptomic data we were able to assess cell type specific manifestations of different hallmarks of aging, such as senescence, changes in the activity of metabolic pathways, depletion of stem-cell populations, genomic instability and the role of inflammation as well as other changes in the organism’s immune system. Tabula Muris Senis provides a wealth of new molecular information about how the most significant hallmarks of aging are reflected in a broad range of tissues and cell types.See: https://www.biorxiv.org/content/10.1101/661728v1",arn:aws:s3:::czb-tabula-muris-senis,S3 Bucket,us-west-2,https://github.com/czbiohub/tabula-muris-senis,biology,encyclopedic,genomic,health,life sciences,machine learning,medicine,single-cell transcriptomics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Genome Modeling System,https://registry.opendata.aws/gmsdata/,"The Genome Institute at Washington University has developed a high-throughput, fault-tolerant analysis information management system called the Genome Modeling System (GMS), capable of executing complex, interdependent, and automated genome analysis pipelines at a massive scale. The GMS framework provides detailed tracking of samples and data coupled with reliable and repeatable analysis pipelines. GMS includes a full system image with software and services, expandable from one workstation to a large compute cluster.",arn:aws:s3:::gmsdata,S3 Bucket,us-west-2,https://gmsdata.s3.amazonaws.com/index.html,genetic,genomic,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Human Connectome Project,https://registry.opendata.aws/hcp-openaccess/,"The Human Connectome Project aims to provide an unparalleled compilation of neural data, an interface to graphically navigate this data and the opportunity to achieve never before realized conclusions about the living human brain.",arn:aws:s3:::hcp-openaccess,S3 Bucket,us-east-1,https://wiki.humanconnectome.org/display/PublicData/HCP+Data+Release+Updates%3A+Known+Issues+and+Planned+fixes,life sciences,neuroimaging,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Massively Multilingual Image Dataset (MMID),https://registry.opendata.aws/mmid/,"MMID is a large-scale, massively multilingual dataset of images paired with the words they represent collected at the University of Pennsylvania. The dataset is doubly parallel: for each language, words are stored parallel to images that represent the word, and parallel to the word's translation into English (and corresponding images.)",arn:aws:s3:::mmid-pds,S3 Bucket,us-east-1,"Images for words in various languages, packaged by in .tar archives by each language.",computer vision,machine learning,machine translation,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Multilingual Amazon Reviews Corpus,https://registry.opendata.aws/amazon-reviews-ml/,"We present a collection of Amazon reviews specifically designed to aid research in multilingual text classification. The dataset contains reviews in English, Japanese, German, French, Chinese and Spanish, collected between November 1, 2015 and November 1, 2019. Each record in the dataset contains the review text, the review title, the star rating, an anonymized reviewer ID, an anonymized product ID and the coarse-grained product category (e.g. 'books', 'appliances', etc.)",arn:aws:s3:::amazon-reviews-ml,S3 Bucket,us-west-2,"A collection of Amazon reviews in English, Japanese, German, French, Spanish and Chinese.",machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
stdpopsim species resources,https://registry.opendata.aws/stdpopsim_kern/,"Contains all resources (genome specifications, recombination maps, etc.) required for species specific simulation with the stdpopsim package. These resources are originally from a variety of other consortium and published work but are consolidated here for ease of access and use. If you are interested in adding a new species to the stdpopsim resource please raise an issue on the stdpopsim GitHub page to have the necessary files added here.",arn:aws:s3:::stdpopsim,S3 Bucket,us-west-2,https://stdpopsim.readthedocs.io/en/latest/,genetic maps,life sciences,population genetics,recombination maps,simulations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cell Organelle Segmentation in Electron Microscopy (COSEM) on AWS,https://registry.opendata.aws/janelia-cosem/,High resolution images of subcellular structures.,arn:aws:s3:::janelia-cosem-datasets,S3 Bucket,us-east-1,Raw FIB-SEM datasets and derived data.,cell biology,computer vision,electron microscopy,machine learning,organelle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Covid Job Impacts - US Hiring Data Since March 1 2020,https://registry.opendata.aws/us-hiring-rates-pandemic/,"This dataset provides daily updates on the volume of US job listings filtered by geography industry job family and role; normalized to pre-covid levels.These data files feed the business intelligence visuals at covidjobimpacts.greenwich.hr, a public-facing site hosted by Greenwich.HR and OneModel Inc. Data is derived from online job listings tracked continuously, calculated daily and published nightly. On average data from 70% of all new US jobs are captured, and the dataset currently contains data from 3.3 million hiring organizations.Data for each filter segment is represented as the 7-day average of new job listings for a specific date, expressed as a percentage of the corresponding value on March 1, 2020.",arn:aws:s3:::greenwichhr-covidjobimpacts,S3 Bucket,us-east-2,Greenwich.HR daily US hiring data (normalized to March 1 2020),economics,financial markets,hiring,market data,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAPID NRT Flood Maps,https://registry.opendata.aws/rapid-nrt-flood-maps/,"Near Real-time and archival data of High-resolution (10 m) flood inundation dataset over the Contiguous United States, developed based on the Sentinel-1 SAR imagery (2016-current) archive, using an automated Radar Produced Inundation Diary (RAPID) algorithm.",arn:aws:s3:::rapid-nrt-flood-maps,S3 Bucket,us-west-2,RAPID archive flood maps,disaster response,earth observation,environmental,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Answer Reformulation,https://registry.opendata.aws/answer-reformulation/,Original StackExchange answers and their voice-friendly Reformulation.,arn:aws:s3:::answer-reformulation-pds,S3 Bucket,us-west-2,Answer Reformulation Dataset,machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Automatic Speech Recognition (ASR) Error Robustness,https://registry.opendata.aws/asr-error-robustness/,Sentence classification datatasets with ASR Errors.,arn:aws:s3:::asr-error-robustness,S3 Bucket,us-east-1,Datatasets with ASR Errors.,deep learning,machine learning,natural language processing,speech recognition,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COVID-19 Open Research Dataset (CORD-19),https://registry.opendata.aws/cord-19/,Full-text and metadata dataset of COVID-19 and coronavirus-related research articles optimized for machine readability.,arn:aws:s3:::ai2-semanticscholar-cord-19,S3 Bucket,us-west-2,S3 bucket with CORD-19 dataset files,coronavirus,COVID-19,life sciences,MERS,SARS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cloud Indexes for Genomic Analyses,https://registry.opendata.aws/jhu-indexes/,"Genomic tools use reference databases as indexes to operate quickly and efficiently, analogous to how web search engines use indexes for fast querying. Here, we aggregate genomic, pan-genomic and metagenomic indexes for analysis of sequencing data.",arn:aws:s3:::genome-idx,S3 Bucket,us-east-1,"This bucket contains genomic indexes for Bowtie, Kraken, HISAT, and Centrifuge.",bioinformatics,biology,genomic,mapping,medicine,reference index,whole genome sequencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coupled Model Intercomparison Project 6,https://registry.opendata.aws/cmip6/,The sixth phase of global coupled ocean-atmosphere general circulation model ensemble. Additional data can be requested via Google Form,arn:aws:s3:::cmip6-pds,S3 Bucket,us-west-2,Zarr formatted data,atmosphere,climate,earth observation,environmental,model,oceans,simulations,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Enriched Topical-Chat Dataset for Knowledge-Grounded Dialogue Systems,https://registry.opendata.aws/topical-chat-enriched/,"This dataset provides extra annotations on top of the publicly released Topical-Chat dataset(https://github.com/alexa/Topical-Chat) which will help in reproducing the results in our paper ""Policy-Driven Neural Response Generation for Knowledge-Grounded Dialogue Systems"" (https://arxiv.org/abs/2005.12529?context=cs.CL). The dataset contains 5 files: train.json, valid_freq.json, valid_rare.json, test_freq.json and test_rare.json. Each of these files will have additional annotations on top of the original Topical-Chat dataset. These specific annotations are: dialogue act annotations and knowledge sentence annotations. The annotations were computed automatically using off the shelf models which are mentioned in the README.txt",arn:aws:s3:::enriched-topical-chat,S3 Bucket,us-west-2,Enriched Topical-Chat Dataset for Knowledge-Grounded Dialogue Systems,conversation data,machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
